Number of Clusters,Silhouette Score,DBCV Score,Combined Score,Number of Mispredicted Inputs,Number of Noisy Inputs,test_set,selection_metric,budget,model,threshold,Config
3,0.11804349720478058,,,13,1,udacity,dr,200,dave2v2,0.262,
1,0.1746409386396408,0.006650784888682,0.09064586176416141,6,3,udacity,ces,50,dave2v2,0.262,
6,0.16750116646289825,0.11246292970148923,0.13998204808219375,19,3,udacity,ces,100,dave2v2,0.262,
7,0.2700575292110443,0.12427730369701517,0.19716741645402974,20,0,udacity,ces,150,dave2v2,0.262,
10,0.2430003136396408,0.09927664036695905,0.17113847700329993,37,6,udacity,ces,200,dave2v2,0.262,
2,0.1903836578130722,0.1402588042628488,0.1653212310379605,8,4,udacity,est,50,dave2v2,0.262,
7,0.22989588975906372,0.38650056235508873,0.30819822605707625,22,4,udacity,est,100,dave2v2,0.262,
7,0.28859031200408936,,,29,1,udacity,est,150,dave2v2,0.262,
9,0.2306404709815979,0.3143571407305898,0.2724988058560939,35,5,udacity,est,200,dave2v2,0.262,
3,0.1563623547554016,0.02078313637934865,0.08857274556737513,9,3,udacity,rnd,50,dave2v2,0.262,
8,0.22463980317115784,0.16311735054892304,0.19387857686004045,20,3,udacity,rnd,100,dave2v2,0.262,
9,0.27609214186668396,0.15703668395801784,0.2165644129123509,31,3,udacity,rnd,150,dave2v2,0.262,
7,0.21568414568901062,0.11255478470311629,0.16411946519606346,29,4,udacity,rnd,200,dave2v2,0.262,
11,0.25344058871269226,0.11716043135328003,0.18530051003298614,41,3,udacity,ent,50,dave2v2,0.262,
10,0.23933324217796326,0.09056306646598004,0.16494815432197166,43,6,udacity,ent,100,dave2v2,0.262,
15,0.2266804575920105,0.09169308051271395,0.15918676905236223,61,10,udacity,ent,150,dave2v2,0.262,
16,0.2874642610549927,0.14591940435701567,0.21669183270600417,85,10,udacity,ent,200,dave2v2,0.262,
6,0.24054622650146484,0.05635163452281649,0.14844893051214067,41,2,udacity,gini,50,dave2v2,0.262,
7,0.31368744373321533,0.022721209651054546,0.16820432669213495,43,0,udacity,gini,100,dave2v2,0.262,
12,0.20784731209278107,0.12233343374654933,0.1650903729196652,61,9,udacity,gini,150,dave2v2,0.262,
20,0.19650670886039734,0.1224241951925,0.15946545202644868,85,14,udacity,gini,200,dave2v2,0.262,
3,0.13334855437278748,0.06896993808532709,0.10115924622905728,13,5,udacity,gd,50,dave2v2,0.262,
5,0.21473824977874756,0.40555200094934196,0.31014512536404476,17,4,udacity,gd,100,dave2v2,0.262,
5,0.2320004254579544,0.25412852002738723,0.24306447274267082,25,2,udacity,gd,150,dave2v2,0.262,
11,0.3138412833213806,,,36,1,udacity,gd,200,dave2v2,0.262,
2,0.14813244342803955,0.016078661082538016,0.08210555225528879,10,4,udacity,kmnc,50,dave2v2,0.262,
6,0.3436890244483948,0.18877762389065017,0.2662333241695225,20,2,udacity,kmnc,100,dave2v2,0.262,
6,0.2410351037979126,0.06461355263879165,0.15282432821835212,24,7,udacity,kmnc,150,dave2v2,0.262,
9,0.08370817452669144,0.0845656461433774,0.08413691033503443,35,9,udacity,kmnc,200,dave2v2,0.262,
3,0.23885580897331238,,,17,1,udacity,nac,50,dave2v2,0.262,
9,0.29733410477638245,0.24917811453522823,0.2732561096558053,35,3,udacity,nac,100,dave2v2,0.262,
12,0.48683884739875793,0.4342992277452765,0.4605690375720172,55,4,udacity,nac,150,dave2v2,0.262,
17,0.42006978392601013,0.30034008672929247,0.3602049353276513,61,4,udacity,nac,200,dave2v2,0.262,
11,0.2310492992401123,0.13065631128696145,0.18085280526353686,41,5,udacity,lsa,50,dave2v2,0.262,
10,0.30651170015335083,0.18628274711664494,0.2463972236349979,43,3,udacity,lsa,100,dave2v2,0.262,
13,0.3574080169200897,0.11331845949346596,0.23536323820677785,61,4,udacity,lsa,150,dave2v2,0.262,
17,0.4614551365375519,0.3443427630803978,0.40289894980897484,85,3,udacity,lsa,200,dave2v2,0.262,
2,0.16858085989952087,0.05462596959167406,0.11160341474559747,9,3,udacity,std,50,dave2v2,0.262,
5,0.2213895171880722,0.1089752928307969,0.16518240500943454,19,0,udacity,std,100,dave2v2,0.262,
10,0.29327908158302307,0.22176557594126714,0.2575223287621451,33,2,udacity,std,150,dave2v2,0.262,
14,0.3319448232650757,,,29,1,udacity,std,200,dave2v2,0.262,
2,0.1298597753047943,0.5043630741549398,0.31711142472986703,7,3,udacity,pace,50,dave2v2,0.262,
4,0.22423624992370605,0.01241216663589629,0.11832420827980117,13,0,udacity,pace,100,dave2v2,0.262,
8,0.24351190030574799,0.11206565306867802,0.177788776687213,25,5,udacity,pace,150,dave2v2,0.262,
9,0.3020654022693634,0.2039984234049027,0.25303191283713306,41,0,udacity,pace,200,dave2v2,0.262,
-1,-1.0,,-1.0,1,-1,udacity,dr,50,dave2v2,0.305,-1.0
0,-1.0,-1.0,-1.0,3,3,udacity,dr,100,dave2v2,0.305,
3,0.21294856071472168,0.09398763459196749,0.15346809765334457,7,0,udacity,dr,150,dave2v2,0.305,
4,0.1944238394498825,,,10,1,udacity,dr,200,dave2v2,0.305,
2,0.16192010045051575,0.04594120001563012,0.10393065023307294,6,2,udacity,ces,50,dave2v2,0.305,
5,0.1414068639278412,,,17,1,udacity,ces,100,dave2v2,0.305,
5,0.19735611975193024,,,15,1,udacity,ces,150,dave2v2,0.305,
8,0.21263858675956726,0.11645317547113805,0.16454588111535265,32,0,udacity,ces,200,dave2v2,0.305,
3,0.16949425637722015,,,7,1,udacity,est,50,dave2v2,0.305,
4,0.21796363592147827,0.10514456391278121,0.16155409991712974,16,3,udacity,est,100,dave2v2,0.305,
4,0.10301416367292404,0.07566760954578075,0.0893408866093524,22,0,udacity,est,150,dave2v2,0.305,
9,0.2816787660121918,0.20654326550101762,0.2441110157566047,30,5,udacity,est,200,dave2v2,0.305,
2,0.14435234665870667,0.00817230175760298,0.07626232420815482,7,0,udacity,rnd,50,dave2v2,0.305,
4,0.17431606352329254,-0.025633201091817645,0.07434143121573744,15,6,udacity,rnd,100,dave2v2,0.305,
7,0.23818670213222504,0.1931166961825096,0.21565169915736732,24,6,udacity,rnd,150,dave2v2,0.305,
6,0.21286530792713165,0.09338409041454837,0.15312469917084,23,6,udacity,rnd,200,dave2v2,0.305,
12,0.213793084025383,0.10508055872516811,0.15943682137527554,40,5,udacity,ent,50,dave2v2,0.305,
8,0.32691314816474915,0.08410128561295155,0.20550721688885035,42,2,udacity,ent,100,dave2v2,0.305,
8,0.4083162248134613,0.20639444424426048,0.3073553345288609,60,6,udacity,ent,150,dave2v2,0.305,
17,0.2711423635482788,0.16667757151666773,0.21890996753247327,72,8,udacity,ent,200,dave2v2,0.305,
10,0.29291510581970215,0.11063076512878012,0.20177293547424113,40,3,udacity,gini,50,dave2v2,0.305,
12,0.24307498335838318,0.1302446983759783,0.18665984086718074,42,4,udacity,gini,100,dave2v2,0.305,
10,0.44398805499076843,0.3608033185818755,0.402395686786322,60,3,udacity,gini,150,dave2v2,0.305,
19,0.32507023215293884,0.1324581579606014,0.22876419505677012,72,5,udacity,gini,200,dave2v2,0.305,
3,0.14439097046852112,,,10,1,udacity,gd,50,dave2v2,0.305,
6,0.24725355207920074,0.1105535753564709,0.17890356371783583,17,0,udacity,gd,100,dave2v2,0.305,
6,0.28761154413223267,0.1540067196400532,0.22080913188614293,21,4,udacity,gd,150,dave2v2,0.305,
7,0.30499088764190674,0.27660342671421007,0.29079715717805843,27,3,udacity,gd,200,dave2v2,0.305,
3,0.1718708723783493,0.3786775020226767,0.275274187200513,8,2,udacity,kmnc,50,dave2v2,0.305,
6,0.16629785299301147,0.061438661960309636,0.11386825747666056,18,5,udacity,kmnc,100,dave2v2,0.305,
5,0.05231030285358429,0.133758615625869,0.09303445923972664,18,8,udacity,kmnc,150,dave2v2,0.305,
7,0.29983407258987427,0.21281487117312337,0.2563244718814988,29,2,udacity,kmnc,200,dave2v2,0.305,
4,0.15098364651203156,0.0619449174338972,0.10646428197296437,14,2,udacity,nac,50,dave2v2,0.305,
8,0.3555733859539032,0.22371027774797417,0.28964183185093867,29,3,udacity,nac,100,dave2v2,0.305,
10,0.4511549472808838,0.38344188619204134,0.41729841673646256,46,2,udacity,nac,150,dave2v2,0.305,
12,0.3529932200908661,0.21732894289901505,0.28516108149494057,52,8,udacity,nac,200,dave2v2,0.305,
12,0.20951680839061737,0.14575706099336844,0.1776369346919929,40,7,udacity,lsa,50,dave2v2,0.305,
10,0.1734716147184372,0.06602354325159471,0.11974757898501595,42,6,udacity,lsa,100,dave2v2,0.305,
17,0.17041072249412537,0.13276104414889187,0.15158588332150863,60,11,udacity,lsa,150,dave2v2,0.305,
18,0.2544447183609009,0.2138769101327984,0.23416081424684965,72,10,udacity,lsa,200,dave2v2,0.305,
2,0.11545547842979431,,,8,1,udacity,std,50,dave2v2,0.305,
5,0.273507684469223,0.17591150693812127,0.22470959570367216,14,2,udacity,std,100,dave2v2,0.305,
9,0.24612508714199066,0.0882186235459849,0.1671718553439878,26,5,udacity,std,150,dave2v2,0.305,
9,0.22602854669094086,0.1954937913108278,0.21076116900088432,23,2,udacity,std,200,dave2v2,0.305,
0,-1.0,-1.0,-1.0,4,4,udacity,pace,50,dave2v2,0.305,
3,0.17594635486602783,0.10105114775859717,0.13849875131231248,9,0,udacity,pace,100,dave2v2,0.305,
5,0.23088301718235016,0.19022125558515923,0.2105521363837547,18,3,udacity,pace,150,dave2v2,0.305,
8,0.36574357748031616,0.28716375396449045,0.3264536657224033,30,2,udacity,pace,200,dave2v2,0.305,
-1,-1.0,,-1.0,0,-1,udacity,dr,50,dave2v2,0.349,-1.0
-1,-1.0,,-1.0,1,-1,udacity,dr,100,dave2v2,0.349,-1.0
-1,-1.0,,-1.0,1,-1,udacity,dr,150,dave2v2,0.349,-1.0
-1,-1.0,,-1.0,2,-1,udacity,dr,200,dave2v2,0.349,-1.0
0,-1.0,-1.0,-1.0,5,5,udacity,ces,50,dave2v2,0.349,
4,0.21799302101135254,0.175906206387938,0.19694961369964525,14,4,udacity,ces,100,dave2v2,0.349,
3,0.19592636823654175,0.07490526362467889,0.1354158159306103,10,0,udacity,ces,150,dave2v2,0.349,
8,0.2373064160346985,0.29173488303426964,0.26452064953448406,22,3,udacity,ces,200,dave2v2,0.349,
2,0.17212998867034912,0.46436813550061434,0.31824906208548176,6,2,udacity,est,50,dave2v2,0.349,
4,0.2464124709367752,0.060260762197818424,0.1533366165672968,12,2,udacity,est,100,dave2v2,0.349,
3,0.13860812783241272,0.04300506246398955,0.09080659514820114,14,6,udacity,est,150,dave2v2,0.349,
6,0.20765985548496246,0.12183785683968831,0.16474885616232537,21,5,udacity,est,200,dave2v2,0.349,
1,0.6548314690589905,,,4,1,udacity,rnd,50,dave2v2,0.349,
2,0.0945904329419136,-0.02732973614105306,0.03363034840043028,11,0,udacity,rnd,100,dave2v2,0.349,
4,0.20836935937404633,0.07615218526015984,0.14226077231710307,17,6,udacity,rnd,150,dave2v2,0.349,
8,0.25248274207115173,0.14397237392839196,0.19822755799977185,21,2,udacity,rnd,200,dave2v2,0.349,
6,0.35334569215774536,0.05670240691566661,0.205024049536706,39,2,udacity,ent,50,dave2v2,0.349,
4,0.15240012109279633,,,41,1,udacity,ent,100,dave2v2,0.349,
11,0.2793128788471222,0.09221738504986927,0.18576513194849573,54,7,udacity,ent,150,dave2v2,0.349,
11,0.34213924407958984,0.1790650801837849,0.26060216213168735,58,4,udacity,ent,200,dave2v2,0.349,
10,0.2339509278535843,,,39,1,udacity,gini,50,dave2v2,0.349,
10,0.2712972164154053,0.13348481321864272,0.20239101481702398,41,3,udacity,gini,100,dave2v2,0.349,
14,0.2546024024486542,0.19777933228222794,0.22619086736544106,54,4,udacity,gini,150,dave2v2,0.349,
15,0.13895921409130096,0.1366915785807905,0.13782539633604574,58,11,udacity,gini,200,dave2v2,0.349,
4,0.24425911903381348,0.1261286612441743,0.1851938901389939,9,0,udacity,gd,50,dave2v2,0.349,
3,0.17058412730693817,,,11,1,udacity,gd,100,dave2v2,0.349,
5,0.2400120198726654,0.4098122967864332,0.32491215832954934,16,4,udacity,gd,150,dave2v2,0.349,
4,0.17756175994873047,0.04307805545011625,0.11031990769942336,17,4,udacity,gd,200,dave2v2,0.349,
3,0.13088548183441162,,,7,1,udacity,kmnc,50,dave2v2,0.349,
6,0.13340003788471222,0.010953361334411011,0.07217669960956162,17,5,udacity,kmnc,100,dave2v2,0.349,
5,0.15881700813770294,0.011337953841306404,0.08507748098950467,15,0,udacity,kmnc,150,dave2v2,0.349,
7,0.13846924901008606,0.18762203946865524,0.16304564423937065,26,6,udacity,kmnc,200,dave2v2,0.349,
4,0.13248340785503387,0.03593268958343212,0.084208048719233,11,2,udacity,nac,50,dave2v2,0.349,
6,0.3751472532749176,0.14072105690728476,0.2579341550911012,23,0,udacity,nac,100,dave2v2,0.349,
13,0.31669455766677856,0.3890612615373209,0.35287790960204973,37,4,udacity,nac,150,dave2v2,0.349,
11,0.31520605087280273,0.20982206762896613,0.26251405925088445,41,7,udacity,nac,200,dave2v2,0.349,
11,0.2628357410430908,0.1584586053202624,0.2106471731816766,39,2,udacity,lsa,50,dave2v2,0.349,
10,0.24538201093673706,0.12980726114211152,0.18759463603942428,41,5,udacity,lsa,100,dave2v2,0.349,
15,0.2688276469707489,0.14535662365144364,0.20709213531109627,54,5,udacity,lsa,150,dave2v2,0.349,
16,0.2587379217147827,0.08282298953763023,0.17078045562620647,58,8,udacity,lsa,200,dave2v2,0.349,
3,0.22554528713226318,0.1055022534608145,0.16552377029653884,6,0,udacity,std,50,dave2v2,0.349,
4,0.19261544942855835,0.10062759839103524,0.1466215239097968,9,0,udacity,std,100,dave2v2,0.349,
7,0.2567557394504547,0.08600242756192111,0.1713790835061879,19,0,udacity,std,150,dave2v2,0.349,
5,0.15012533962726593,0.3266473120813193,0.23838632585429262,15,3,udacity,std,200,dave2v2,0.349,
1,-0.019268877804279327,,,4,1,udacity,pace,50,dave2v2,0.349,
2,0.2520100176334381,0.041167689533096276,0.1465888535832672,8,0,udacity,pace,100,dave2v2,0.349,
5,0.22457458078861237,0.4321344253131582,0.3283545030508853,13,3,udacity,pace,150,dave2v2,0.349,
8,0.31317606568336487,0.15734060940812186,0.23525833754574338,24,2,udacity,pace,200,dave2v2,0.349,
-1,-1.0,,-1.0,0,-1,udacity,dr,50,dave2v2,0.393,-1.0
-1,-1.0,,-1.0,1,-1,udacity,dr,100,dave2v2,0.393,-1.0
-1,-1.0,,-1.0,1,-1,udacity,dr,150,dave2v2,0.393,-1.0
-1,-1.0,,-1.0,2,-1,udacity,dr,200,dave2v2,0.393,-1.0
0,-1.0,-1.0,-1.0,3,3,udacity,ces,50,dave2v2,0.393,
3,0.09459662437438965,0.05370030635437398,0.07414846536438181,10,4,udacity,ces,100,dave2v2,0.393,
2,0.2633373439311981,0.10214732238446515,0.18274233315783164,8,3,udacity,ces,150,dave2v2,0.393,
4,0.19315412640571594,0.09415915453958762,0.14365664047265178,15,6,udacity,ces,200,dave2v2,0.393,
-1,-1.0,,-1.0,1,-1,udacity,est,50,dave2v2,0.393,-1.0
3,0.2678864300251007,0.012226170773153423,0.14005630039912706,9,0,udacity,est,100,dave2v2,0.393,
0,-1.0,-1.0,-1.0,6,6,udacity,est,150,dave2v2,0.393,
4,0.21245750784873962,,,16,1,udacity,est,200,dave2v2,0.393,
0,-1.0,-1.0,-1.0,3,3,udacity,rnd,50,dave2v2,0.393,
2,0.2863404154777527,0.11993167601400148,0.20313604574587707,8,3,udacity,rnd,100,dave2v2,0.393,
3,0.00490439822897315,,,12,1,udacity,rnd,150,dave2v2,0.393,
5,0.25473111867904663,0.07484915227121754,0.16479013547513208,16,4,udacity,rnd,200,dave2v2,0.393,
10,0.24624966084957123,0.2984861501876974,0.2723679055186343,37,5,udacity,ent,50,dave2v2,0.393,
9,0.2809216380119324,0.14679369907041567,0.21385766854117402,39,2,udacity,ent,100,dave2v2,0.393,
7,0.33091574907302856,0.13242233247914637,0.23166904077608746,43,5,udacity,ent,150,dave2v2,0.393,
8,0.15920904278755188,0.09210632372253864,0.12565768325504525,46,5,udacity,ent,200,dave2v2,0.393,
10,0.16661682724952698,0.2654644933154248,0.2160406602824759,37,4,udacity,gini,50,dave2v2,0.393,
8,0.3092964291572571,0.1878381723758642,0.24856730076656064,39,3,udacity,gini,100,dave2v2,0.393,
9,0.2675294578075409,0.172810774753446,0.22017011628049343,43,4,udacity,gini,150,dave2v2,0.393,
9,0.28521254658699036,0.06511347568821182,0.17516301113760108,46,5,udacity,gini,200,dave2v2,0.393,
2,0.2157737761735916,0.055816425770292374,0.135795100971942,7,3,udacity,gd,50,dave2v2,0.393,
1,0.19456273317337036,0.09335773171943049,0.14396023244640044,6,4,udacity,gd,100,dave2v2,0.393,
3,0.15038010478019714,0.10096302450813482,0.12567156464416598,15,2,udacity,gd,150,dave2v2,0.393,
1,0.8656810522079468,,,10,1,udacity,gd,200,dave2v2,0.393,
0,-1.0,-1.0,-1.0,3,3,udacity,kmnc,50,dave2v2,0.393,
5,0.3490971624851227,,,14,1,udacity,kmnc,100,dave2v2,0.393,
2,0.24059653282165527,0.14458837083143822,0.19259245182654675,12,2,udacity,kmnc,150,dave2v2,0.393,
7,0.17572279274463654,0.09048948151370184,0.1331061371291692,22,4,udacity,kmnc,200,dave2v2,0.393,
2,0.18222177028656006,,,8,1,udacity,nac,50,dave2v2,0.393,
4,0.2502981126308441,0.0515323705520537,0.15091524159144892,17,3,udacity,nac,100,dave2v2,0.393,
6,0.3947838246822357,0.12236310627199753,0.2585734654771166,25,0,udacity,nac,150,dave2v2,0.393,
8,0.280571848154068,0.2996215660274731,0.2900967070907705,27,5,udacity,nac,200,dave2v2,0.393,
10,0.2917770743370056,0.13490165162860351,0.21333936298280456,37,2,udacity,lsa,50,dave2v2,0.393,
4,0.4120500385761261,0.03758616793471529,0.2248181032554207,39,2,udacity,lsa,100,dave2v2,0.393,
10,0.2027631551027298,0.16474855806727984,0.18375585658500482,43,3,udacity,lsa,150,dave2v2,0.393,
9,0.2941945195198059,0.27263848759035814,0.283416503555082,46,5,udacity,lsa,200,dave2v2,0.393,
0,-1.0,-1.0,-1.0,5,5,udacity,std,50,dave2v2,0.393,
2,0.27812710404396057,0.09963975626268412,0.18888343015332235,8,4,udacity,std,100,dave2v2,0.393,
2,0.2491542398929596,0.02815929740961526,0.13865676865128743,10,0,udacity,std,150,dave2v2,0.393,
4,0.15834884345531464,0.37970664407030386,0.26902774376280925,12,3,udacity,std,200,dave2v2,0.393,
-1,-1.0,,-1.0,2,-1,udacity,pace,50,dave2v2,0.393,-1.0
1,0.15637248754501343,0.06238738818657566,0.10937993786579454,4,2,udacity,pace,100,dave2v2,0.393,
3,0.12846940755844116,,,9,1,udacity,pace,150,dave2v2,0.393,
4,0.2805545926094055,0.31072238175411804,0.2956384871817618,17,2,udacity,pace,200,dave2v2,0.393,
-1,-1.0,,-1.0,0,-1,udacity,dr,50,dave2v2,0.436,-1.0
-1,-1.0,,-1.0,1,-1,udacity,dr,100,dave2v2,0.436,-1.0
-1,-1.0,,-1.0,1,-1,udacity,dr,150,dave2v2,0.436,-1.0
-1,-1.0,,-1.0,2,-1,udacity,dr,200,dave2v2,0.436,-1.0
-1,-1.0,,-1.0,2,-1,udacity,ces,50,dave2v2,0.436,-1.0
2,0.1186266541481018,0.04008310478072534,0.07935487946441358,8,2,udacity,ces,100,dave2v2,0.436,
2,0.2118944227695465,0.09076573081886433,0.1513300767942054,7,3,udacity,ces,150,dave2v2,0.436,
4,0.13905654847621918,0.24648345422512724,0.1927700013506732,11,2,udacity,ces,200,dave2v2,0.436,
-1,-1.0,,-1.0,1,-1,udacity,est,50,dave2v2,0.436,-1.0
2,0.12887528538703918,0.04233130324997504,0.0856032943185071,7,0,udacity,est,100,dave2v2,0.436,
1,0.26406875252723694,0.1074871722910609,0.18577796240914893,4,2,udacity,est,150,dave2v2,0.436,
4,0.18417896330356598,0.08707215799985606,0.13562556065171102,12,4,udacity,est,200,dave2v2,0.436,
0,-1.0,-1.0,-1.0,3,3,udacity,rnd,50,dave2v2,0.436,
0,-1.0,-1.0,-1.0,5,5,udacity,rnd,100,dave2v2,0.436,
2,0.14526474475860596,0.0059425412339975114,0.07560364299630173,10,6,udacity,rnd,150,dave2v2,0.436,
3,0.2274666130542755,0.09489055436101632,0.16117858370764593,14,6,udacity,rnd,200,dave2v2,0.436,
11,0.2778356969356537,0.14115094366300035,0.20949332029932702,36,2,udacity,ent,50,dave2v2,0.436,
6,0.3076041340827942,0.026878299672612044,0.1672412168777031,38,0,udacity,ent,100,dave2v2,0.436,
9,0.1799391210079193,0.15681810800385979,0.16837861450588953,40,8,udacity,ent,150,dave2v2,0.436,
10,0.30128416419029236,0.05525613617877659,0.17827015018453446,43,3,udacity,ent,200,dave2v2,0.436,
9,0.23873741924762726,0.09487480427891351,0.16680611176327037,36,5,udacity,gini,50,dave2v2,0.436,
12,0.25070053339004517,0.10058301031296925,0.1756417718515072,38,3,udacity,gini,100,dave2v2,0.436,
8,0.19872823357582092,0.10832297666604497,0.15352560512093294,40,2,udacity,gini,150,dave2v2,0.436,
9,0.2461545467376709,0.031058554238201693,0.1386065504879363,43,3,udacity,gini,200,dave2v2,0.436,
2,0.14573626220226288,0.17688577808505226,0.16131102014365756,6,2,udacity,gd,50,dave2v2,0.436,
0,-1.0,-1.0,-1.0,5,5,udacity,gd,100,dave2v2,0.436,
5,0.18141400814056396,,,12,1,udacity,gd,150,dave2v2,0.436,
2,0.19629088044166565,0.0011032714265460288,0.09869707593410584,8,0,udacity,gd,200,dave2v2,0.436,
-1,-1.0,,-1.0,2,-1,udacity,kmnc,50,dave2v2,0.436,-1.0
2,0.14806292951107025,-0.04598026463437051,0.05104133243834987,12,8,udacity,kmnc,100,dave2v2,0.436,
2,0.28152281045913696,0.15540974618538772,0.21846627832226234,10,4,udacity,kmnc,150,dave2v2,0.436,
2,0.17720994353294373,0.16226814545752583,0.16973904449523478,15,2,udacity,kmnc,200,dave2v2,0.436,
0,-1.0,-1.0,-1.0,7,7,udacity,nac,50,dave2v2,0.436,
5,0.3252733647823334,0.166216662263717,0.2457450135230252,14,0,udacity,nac,100,dave2v2,0.436,
5,0.24567461013793945,,,19,1,udacity,nac,150,dave2v2,0.436,
7,0.22082611918449402,0.0731489463418631,0.14698753276317855,21,3,udacity,nac,200,dave2v2,0.436,
8,0.19748912751674652,0.09222180487478884,0.14485546619576767,36,6,udacity,lsa,50,dave2v2,0.436,
11,0.22670771181583405,0.16333981915754547,0.19502376548668976,38,4,udacity,lsa,100,dave2v2,0.436,
13,0.2337638884782791,0.2665768702185771,0.2501703793484281,40,4,udacity,lsa,150,dave2v2,0.436,
9,0.2704274356365204,0.044388025552631626,0.157407730594576,43,4,udacity,lsa,200,dave2v2,0.436,
0,-1.0,-1.0,-1.0,3,3,udacity,std,50,dave2v2,0.436,
2,0.24863982200622559,0.1298925844700226,0.1892662032381241,7,3,udacity,std,100,dave2v2,0.436,
2,0.2038353979587555,0.14293627388332572,0.17338583592104062,8,3,udacity,std,150,dave2v2,0.436,
2,0.0654132142663002,-0.026682387692486473,0.019365413286906864,11,0,udacity,std,200,dave2v2,0.436,
-1,-1.0,,-1.0,1,-1,udacity,pace,50,dave2v2,0.436,-1.0
1,0.18847696483135223,0.006029600589543403,0.09725328271044782,4,2,udacity,pace,100,dave2v2,0.436,
2,0.14972954988479614,0.08207765880853868,0.11590360434666741,9,5,udacity,pace,150,dave2v2,0.436,
5,0.18951712548732758,0.09014095083503576,0.13982903816118167,14,3,udacity,pace,200,dave2v2,0.436,
